"","especie","wolbachia","tratamento","data","replica","sobreviventes","DPI","catg"
"1216","baimai","W-","Ringer",2022-11-03,"R1",10,15,"baimaiW-RingerR1"
"1217","baimai","W-","Ringer",2022-11-03,"R2",12,15,"baimaiW-RingerR2"
"1218","baimai","W-","Ringer",2022-11-03,"R3",11,15,"baimaiW-RingerR3"
"1219","baimai","W-","Ringer",2022-11-03,"R4",12,15,"baimaiW-RingerR4"
"1220","baimai","W-","Ringer",2022-11-03,"R5",10,15,"baimaiW-RingerR5"
"1221","triauraria","W+","FHV",2022-11-03,"R1",3,15,"triaurariaW+FHVR1"
"1222","triauraria","W+","FHV",2022-11-03,"R2",5,15,"triaurariaW+FHVR2"
"1223","triauraria","W+","FHV",2022-11-03,"R3",3,15,"triaurariaW+FHVR3"
"1224","triauraria","W+","FHV",2022-11-03,"R4",1,15,"triaurariaW+FHVR4"
"1225","triauraria","W+","FHV",2022-11-03,"R5",6,15,"triaurariaW+FHVR5"
"1226","triauraria","W+","Ringer",2022-11-03,"R1",5,15,"triaurariaW+RingerR1"
"1227","triauraria","W+","Ringer",2022-11-03,"R2",5,15,"triaurariaW+RingerR2"
"1228","triauraria","W+","Ringer",2022-11-03,"R3",5,15,"triaurariaW+RingerR3"
"1229","triauraria","W+","Ringer",2022-11-03,"R4",4,15,"triaurariaW+RingerR4"
"1230","triauraria","W+","Ringer",2022-11-03,"R5",6,15,"triaurariaW+RingerR5"
"1231","triauraria","W-","FHV",2022-11-03,"R1",4,15,"triaurariaW-FHVR1"
"1232","triauraria","W-","FHV",2022-11-03,"R2",4,15,"triaurariaW-FHVR2"
"1233","triauraria","W-","FHV",2022-11-03,"R3",1,15,"triaurariaW-FHVR3"
"1234","triauraria","W-","FHV",2022-11-03,"R4",3,15,"triaurariaW-FHVR4"
"1235","triauraria","W-","FHV",2022-11-03,"R5",7,15,"triaurariaW-FHVR5"
"1236","triauraria","W-","Ringer",2022-11-03,"R1",6,15,"triaurariaW-RingerR1"
"1237","triauraria","W-","Ringer",2022-11-03,"R2",7,15,"triaurariaW-RingerR2"
"1238","triauraria","W-","Ringer",2022-11-03,"R3",5,15,"triaurariaW-RingerR3"
"1239","triauraria","W-","Ringer",2022-11-03,"R4",7,15,"triaurariaW-RingerR4"
"1240","triauraria","W-","Ringer",2022-11-03,"R5",3,15,"triaurariaW-RingerR5"
"1241","bocqueti","W+","FHV",2022-11-04,"R1",9,17,"bocquetiW+FHVR1"
"1242","bocqueti","W+","FHV",2022-11-04,"R2",8,17,"bocquetiW+FHVR2"
"1243","bocqueti","W+","FHV",2022-11-04,"R3",10,17,"bocquetiW+FHVR3"
"1244","bocqueti","W+","FHV",2022-11-04,"R4",8,17,"bocquetiW+FHVR4"
"1245","bocqueti","W+","FHV",2022-11-04,"R5",9,17,"bocquetiW+FHVR5"
"1246","bocqueti","W+","Ringer",2022-11-04,"R1",7,17,"bocquetiW+RingerR1"
"1247","bocqueti","W+","Ringer",2022-11-04,"R2",4,17,"bocquetiW+RingerR2"
"1248","bocqueti","W+","Ringer",2022-11-04,"R3",7,17,"bocquetiW+RingerR3"
"1249","bocqueti","W+","Ringer",2022-11-04,"R4",3,17,"bocquetiW+RingerR4"
"1250","bocqueti","W+","Ringer",2022-11-04,"R5",6,17,"bocquetiW+RingerR5"
"1251","bocqueti","W-","FHV",2022-11-04,"R1",4,17,"bocquetiW-FHVR1"
"1252","bocqueti","W-","FHV",2022-11-04,"R2",8,17,"bocquetiW-FHVR2"
"1253","bocqueti","W-","FHV",2022-11-04,"R3",8,17,"bocquetiW-FHVR3"
"1254","bocqueti","W-","FHV",2022-11-04,"R4",8,17,"bocquetiW-FHVR4"
"1255","bocqueti","W-","FHV",2022-11-04,"R5",9,17,"bocquetiW-FHVR5"
"1256","bocqueti","W-","Ringer",2022-11-04,"R1",8,17,"bocquetiW-RingerR1"
"1257","bocqueti","W-","Ringer",2022-11-04,"R2",10,17,"bocquetiW-RingerR2"
"1258","bocqueti","W-","Ringer",2022-11-04,"R3",9,17,"bocquetiW-RingerR3"
"1259","bocqueti","W-","Ringer",2022-11-04,"R4",7,17,"bocquetiW-RingerR4"
"1260","bocqueti","W-","Ringer",2022-11-04,"R5",6,17,"bocquetiW-RingerR5"
"1261","melanogaster","W+","FHV",2022-11-04,"R1",3,17,"melanogasterW+FHVR1"
"1262","melanogaster","W+","FHV",2022-11-04,"R2",1,17,"melanogasterW+FHVR2"
"1263","melanogaster","W+","FHV",2022-11-04,"R3",0,17,"melanogasterW+FHVR3"
"1264","melanogaster","W+","FHV",2022-11-04,"R4",2,17,"melanogasterW+FHVR4"
"1265","melanogaster","W+","FHV",2022-11-04,"R5",1,17,"melanogasterW+FHVR5"
"1266","melanogaster","W+","Ringer",2022-11-04,"R1",8,17,"melanogasterW+RingerR1"
"1267","melanogaster","W+","Ringer",2022-11-04,"R2",11,17,"melanogasterW+RingerR2"
"1268","melanogaster","W+","Ringer",2022-11-04,"R3",14,17,"melanogasterW+RingerR3"
"1269","melanogaster","W+","Ringer",2022-11-04,"R4",9,17,"melanogasterW+RingerR4"
"1270","melanogaster","W+","Ringer",2022-11-04,"R5",12,17,"melanogasterW+RingerR5"
"1271","melanogaster","W-","FHV",2022-11-04,"R1",0,17,"melanogasterW-FHVR1"
"1272","melanogaster","W-","FHV",2022-11-04,"R2",0,17,"melanogasterW-FHVR2"
"1273","melanogaster","W-","FHV",2022-11-04,"R3",1,17,"melanogasterW-FHVR3"
"1274","melanogaster","W-","FHV",2022-11-04,"R4",0,17,"melanogasterW-FHVR4"
"1275","melanogaster","W-","FHV",2022-11-04,"R5",0,17,"melanogasterW-FHVR5"
"1276","melanogaster","W-","Ringer",2022-11-04,"R1",1,17,"melanogasterW-RingerR1"
"1277","melanogaster","W-","Ringer",2022-11-04,"R2",1,17,"melanogasterW-RingerR2"
"1278","melanogaster","W-","Ringer",2022-11-04,"R3",0,17,"melanogasterW-RingerR3"
"1279","melanogaster","W-","Ringer",2022-11-04,"R4",5,17,"melanogasterW-RingerR4"
"1280","melanogaster","W-","Ringer",2022-11-04,"R5",1,17,"melanogasterW-RingerR5"
"1281","baimai","W+","FHV",2022-11-04,"R1",0,16,"baimaiW+FHVR1"
"1282","baimai","W+","FHV",2022-11-04,"R2",1,16,"baimaiW+FHVR2"
"1283","baimai","W+","FHV",2022-11-04,"R3",2,16,"baimaiW+FHVR3"
"1284","baimai","W+","FHV",2022-11-04,"R4",0,16,"baimaiW+FHVR4"
"1285","baimai","W+","FHV",2022-11-04,"R5",0,16,"baimaiW+FHVR5"
"1286","baimai","W+","Ringer",2022-11-04,"R1",8,16,"baimaiW+RingerR1"
"1287","baimai","W+","Ringer",2022-11-04,"R2",9,16,"baimaiW+RingerR2"
"1288","baimai","W+","Ringer",2022-11-04,"R3",11,16,"baimaiW+RingerR3"
"1289","baimai","W+","Ringer",2022-11-04,"R4",13,16,"baimaiW+RingerR4"
"1290","baimai","W+","Ringer",2022-11-04,"R5",13,16,"baimaiW+RingerR5"
"1291","baimai","W-","FHV",2022-11-04,"R1",0,16,"baimaiW-FHVR1"
"1292","baimai","W-","FHV",2022-11-04,"R2",0,16,"baimaiW-FHVR2"
"1293","baimai","W-","FHV",2022-11-04,"R3",0,16,"baimaiW-FHVR3"
"1294","baimai","W-","FHV",2022-11-04,"R4",0,16,"baimaiW-FHVR4"
"1295","baimai","W-","FHV",2022-11-04,"R5",0,16,"baimaiW-FHVR5"
"1296","baimai","W-","Ringer",2022-11-04,"R1",10,16,"baimaiW-RingerR1"
"1297","baimai","W-","Ringer",2022-11-04,"R2",12,16,"baimaiW-RingerR2"
"1298","baimai","W-","Ringer",2022-11-04,"R3",11,16,"baimaiW-RingerR3"
"1299","baimai","W-","Ringer",2022-11-04,"R4",12,16,"baimaiW-RingerR4"
"1300","baimai","W-","Ringer",2022-11-04,"R5",10,16,"baimaiW-RingerR5"
"1301","triauraria","W+","FHV",2022-11-04,"R1",2,16,"triaurariaW+FHVR1"
"1302","triauraria","W+","FHV",2022-11-04,"R2",3,16,"triaurariaW+FHVR2"
"1303","triauraria","W+","FHV",2022-11-04,"R3",3,16,"triaurariaW+FHVR3"
"1304","triauraria","W+","FHV",2022-11-04,"R4",1,16,"triaurariaW+FHVR4"
"1305","triauraria","W+","FHV",2022-11-04,"R5",6,16,"triaurariaW+FHVR5"
"1306","triauraria","W+","Ringer",2022-11-04,"R1",4,16,"triaurariaW+RingerR1"
"1307","triauraria","W+","Ringer",2022-11-04,"R2",5,16,"triaurariaW+RingerR2"
"1308","triauraria","W+","Ringer",2022-11-04,"R3",5,16,"triaurariaW+RingerR3"
"1309","triauraria","W+","Ringer",2022-11-04,"R4",4,16,"triaurariaW+RingerR4"
"1310","triauraria","W+","Ringer",2022-11-04,"R5",7,16,"triaurariaW+RingerR5"
"1311","triauraria","W-","FHV",2022-11-04,"R1",4,16,"triaurariaW-FHVR1"
"1312","triauraria","W-","FHV",2022-11-04,"R2",4,16,"triaurariaW-FHVR2"
"1313","triauraria","W-","FHV",2022-11-04,"R3",1,16,"triaurariaW-FHVR3"
"1314","triauraria","W-","FHV",2022-11-04,"R4",3,16,"triaurariaW-FHVR4"
"1315","triauraria","W-","FHV",2022-11-04,"R5",6,16,"triaurariaW-FHVR5"
"1316","triauraria","W-","Ringer",2022-11-04,"R1",6,16,"triaurariaW-RingerR1"
"1317","triauraria","W-","Ringer",2022-11-04,"R2",7,16,"triaurariaW-RingerR2"
"1318","triauraria","W-","Ringer",2022-11-04,"R3",5,16,"triaurariaW-RingerR3"
"1319","triauraria","W-","Ringer",2022-11-04,"R4",7,16,"triaurariaW-RingerR4"
"1320","triauraria","W-","Ringer",2022-11-04,"R5",3,16,"triaurariaW-RingerR5"
"1321","bocqueti","W+","FHV",2022-11-05,"R1",9,18,"bocquetiW+FHVR1"
"1322","bocqueti","W+","FHV",2022-11-05,"R2",8,18,"bocquetiW+FHVR2"
"1323","bocqueti","W+","FHV",2022-11-05,"R3",10,18,"bocquetiW+FHVR3"
"1324","bocqueti","W+","FHV",2022-11-05,"R4",8,18,"bocquetiW+FHVR4"
"1325","bocqueti","W+","FHV",2022-11-05,"R5",9,18,"bocquetiW+FHVR5"
"1326","bocqueti","W+","Ringer",2022-11-05,"R1",7,18,"bocquetiW+RingerR1"
"1327","bocqueti","W+","Ringer",2022-11-05,"R2",4,18,"bocquetiW+RingerR2"
"1328","bocqueti","W+","Ringer",2022-11-05,"R3",7,18,"bocquetiW+RingerR3"
"1329","bocqueti","W+","Ringer",2022-11-05,"R4",3,18,"bocquetiW+RingerR4"
"1330","bocqueti","W+","Ringer",2022-11-05,"R5",6,18,"bocquetiW+RingerR5"
"1331","bocqueti","W-","FHV",2022-11-05,"R1",4,18,"bocquetiW-FHVR1"
"1332","bocqueti","W-","FHV",2022-11-05,"R2",8,18,"bocquetiW-FHVR2"
"1333","bocqueti","W-","FHV",2022-11-05,"R3",8,18,"bocquetiW-FHVR3"
"1334","bocqueti","W-","FHV",2022-11-05,"R4",8,18,"bocquetiW-FHVR4"
"1335","bocqueti","W-","FHV",2022-11-05,"R5",9,18,"bocquetiW-FHVR5"
"1336","bocqueti","W-","Ringer",2022-11-05,"R1",6,18,"bocquetiW-RingerR1"
"1337","bocqueti","W-","Ringer",2022-11-05,"R2",10,18,"bocquetiW-RingerR2"
"1338","bocqueti","W-","Ringer",2022-11-05,"R3",9,18,"bocquetiW-RingerR3"
"1339","bocqueti","W-","Ringer",2022-11-05,"R4",7,18,"bocquetiW-RingerR4"
"1340","bocqueti","W-","Ringer",2022-11-05,"R5",6,18,"bocquetiW-RingerR5"
"1341","melanogaster","W+","FHV",2022-11-05,"R1",3,18,"melanogasterW+FHVR1"
"1342","melanogaster","W+","FHV",2022-11-05,"R2",1,18,"melanogasterW+FHVR2"
"1343","melanogaster","W+","FHV",2022-11-05,"R3",0,18,"melanogasterW+FHVR3"
"1344","melanogaster","W+","FHV",2022-11-05,"R4",2,18,"melanogasterW+FHVR4"
"1345","melanogaster","W+","FHV",2022-11-05,"R5",1,18,"melanogasterW+FHVR5"
"1346","melanogaster","W+","Ringer",2022-11-05,"R1",8,18,"melanogasterW+RingerR1"
"1347","melanogaster","W+","Ringer",2022-11-05,"R2",11,18,"melanogasterW+RingerR2"
"1348","melanogaster","W+","Ringer",2022-11-05,"R3",14,18,"melanogasterW+RingerR3"
"1349","melanogaster","W+","Ringer",2022-11-05,"R4",9,18,"melanogasterW+RingerR4"
"1350","melanogaster","W+","Ringer",2022-11-05,"R5",12,18,"melanogasterW+RingerR5"
"1351","melanogaster","W-","FHV",2022-11-05,"R1",0,18,"melanogasterW-FHVR1"
"1352","melanogaster","W-","FHV",2022-11-05,"R2",0,18,"melanogasterW-FHVR2"
"1353","melanogaster","W-","FHV",2022-11-05,"R3",1,18,"melanogasterW-FHVR3"
"1354","melanogaster","W-","FHV",2022-11-05,"R4",0,18,"melanogasterW-FHVR4"
"1355","melanogaster","W-","FHV",2022-11-05,"R5",0,18,"melanogasterW-FHVR5"
"1356","melanogaster","W-","Ringer",2022-11-05,"R1",1,18,"melanogasterW-RingerR1"
"1357","melanogaster","W-","Ringer",2022-11-05,"R2",1,18,"melanogasterW-RingerR2"
"1358","melanogaster","W-","Ringer",2022-11-05,"R3",0,18,"melanogasterW-RingerR3"
"1359","melanogaster","W-","Ringer",2022-11-05,"R4",5,18,"melanogasterW-RingerR4"
"1360","melanogaster","W-","Ringer",2022-11-05,"R5",1,18,"melanogasterW-RingerR5"
"1361","baimai","W+","FHV",2022-11-05,"R1",0,17,"baimaiW+FHVR1"
"1362","baimai","W+","FHV",2022-11-05,"R2",1,17,"baimaiW+FHVR2"
"1363","baimai","W+","FHV",2022-11-05,"R3",2,17,"baimaiW+FHVR3"
"1364","baimai","W+","FHV",2022-11-05,"R4",0,17,"baimaiW+FHVR4"
"1365","baimai","W+","FHV",2022-11-05,"R5",0,17,"baimaiW+FHVR5"
"1366","baimai","W+","Ringer",2022-11-05,"R1",8,17,"baimaiW+RingerR1"
"1367","baimai","W+","Ringer",2022-11-05,"R2",9,17,"baimaiW+RingerR2"
"1368","baimai","W+","Ringer",2022-11-05,"R3",11,17,"baimaiW+RingerR3"
"1369","baimai","W+","Ringer",2022-11-05,"R4",14,17,"baimaiW+RingerR4"
"1370","baimai","W+","Ringer",2022-11-05,"R5",12,17,"baimaiW+RingerR5"
"1371","baimai","W-","FHV",2022-11-05,"R1",0,17,"baimaiW-FHVR1"
"1372","baimai","W-","FHV",2022-11-05,"R2",0,17,"baimaiW-FHVR2"
"1373","baimai","W-","FHV",2022-11-05,"R3",0,17,"baimaiW-FHVR3"
"1374","baimai","W-","FHV",2022-11-05,"R4",0,17,"baimaiW-FHVR4"
"1375","baimai","W-","FHV",2022-11-05,"R5",0,17,"baimaiW-FHVR5"
"1376","baimai","W-","Ringer",2022-11-05,"R1",10,17,"baimaiW-RingerR1"
"1377","baimai","W-","Ringer",2022-11-05,"R2",12,17,"baimaiW-RingerR2"
"1378","baimai","W-","Ringer",2022-11-05,"R3",11,17,"baimaiW-RingerR3"
"1379","baimai","W-","Ringer",2022-11-05,"R4",12,17,"baimaiW-RingerR4"
"1380","baimai","W-","Ringer",2022-11-05,"R5",10,17,"baimaiW-RingerR5"
"1381","triauraria","W+","FHV",2022-11-05,"R1",2,17,"triaurariaW+FHVR1"
"1382","triauraria","W+","FHV",2022-11-05,"R2",2,17,"triaurariaW+FHVR2"
"1383","triauraria","W+","FHV",2022-11-05,"R3",3,17,"triaurariaW+FHVR3"
"1384","triauraria","W+","FHV",2022-11-05,"R4",1,17,"triaurariaW+FHVR4"
"1385","triauraria","W+","FHV",2022-11-05,"R5",6,17,"triaurariaW+FHVR5"
"1386","triauraria","W+","Ringer",2022-11-05,"R1",4,17,"triaurariaW+RingerR1"
"1387","triauraria","W+","Ringer",2022-11-05,"R2",5,17,"triaurariaW+RingerR2"
"1388","triauraria","W+","Ringer",2022-11-05,"R3",5,17,"triaurariaW+RingerR3"
"1389","triauraria","W+","Ringer",2022-11-05,"R4",4,17,"triaurariaW+RingerR4"
"1390","triauraria","W+","Ringer",2022-11-05,"R5",7,17,"triaurariaW+RingerR5"
"1391","triauraria","W-","FHV",2022-11-05,"R1",4,17,"triaurariaW-FHVR1"
"1392","triauraria","W-","FHV",2022-11-05,"R2",3,17,"triaurariaW-FHVR2"
"1393","triauraria","W-","FHV",2022-11-05,"R3",1,17,"triaurariaW-FHVR3"
"1394","triauraria","W-","FHV",2022-11-05,"R4",2,17,"triaurariaW-FHVR4"
"1395","triauraria","W-","FHV",2022-11-05,"R5",4,17,"triaurariaW-FHVR5"
"1396","triauraria","W-","Ringer",2022-11-05,"R1",6,17,"triaurariaW-RingerR1"
"1397","triauraria","W-","Ringer",2022-11-05,"R2",7,17,"triaurariaW-RingerR2"
"1398","triauraria","W-","Ringer",2022-11-05,"R3",5,17,"triaurariaW-RingerR3"
"1399","triauraria","W-","Ringer",2022-11-05,"R4",7,17,"triaurariaW-RingerR4"
"1400","triauraria","W-","Ringer",2022-11-05,"R5",3,17,"triaurariaW-RingerR5"
"1401","bocqueti","W+","FHV",2022-11-06,"R1",9,19,"bocquetiW+FHVR1"
"1402","bocqueti","W+","FHV",2022-11-06,"R2",8,19,"bocquetiW+FHVR2"
"1403","bocqueti","W+","FHV",2022-11-06,"R3",10,19,"bocquetiW+FHVR3"
"1404","bocqueti","W+","FHV",2022-11-06,"R4",8,19,"bocquetiW+FHVR4"
"1405","bocqueti","W+","FHV",2022-11-06,"R5",9,19,"bocquetiW+FHVR5"
"1406","bocqueti","W+","Ringer",2022-11-06,"R1",6,19,"bocquetiW+RingerR1"
"1407","bocqueti","W+","Ringer",2022-11-06,"R2",4,19,"bocquetiW+RingerR2"
"1408","bocqueti","W+","Ringer",2022-11-06,"R3",7,19,"bocquetiW+RingerR3"
"1409","bocqueti","W+","Ringer",2022-11-06,"R4",3,19,"bocquetiW+RingerR4"
"1410","bocqueti","W+","Ringer",2022-11-06,"R5",6,19,"bocquetiW+RingerR5"
"1411","bocqueti","W-","FHV",2022-11-06,"R1",4,19,"bocquetiW-FHVR1"
"1412","bocqueti","W-","FHV",2022-11-06,"R2",9,19,"bocquetiW-FHVR2"
"1413","bocqueti","W-","FHV",2022-11-06,"R3",8,19,"bocquetiW-FHVR3"
"1414","bocqueti","W-","FHV",2022-11-06,"R4",8,19,"bocquetiW-FHVR4"
"1415","bocqueti","W-","FHV",2022-11-06,"R5",9,19,"bocquetiW-FHVR5"
"1416","bocqueti","W-","Ringer",2022-11-06,"R1",5,19,"bocquetiW-RingerR1"
"1417","bocqueti","W-","Ringer",2022-11-06,"R2",9,19,"bocquetiW-RingerR2"
"1418","bocqueti","W-","Ringer",2022-11-06,"R3",9,19,"bocquetiW-RingerR3"
"1419","bocqueti","W-","Ringer",2022-11-06,"R4",7,19,"bocquetiW-RingerR4"
"1420","bocqueti","W-","Ringer",2022-11-06,"R5",6,19,"bocquetiW-RingerR5"
"1421","melanogaster","W+","FHV",2022-11-06,"R1",3,19,"melanogasterW+FHVR1"
"1422","melanogaster","W+","FHV",2022-11-06,"R2",1,19,"melanogasterW+FHVR2"
"1423","melanogaster","W+","FHV",2022-11-06,"R3",0,19,"melanogasterW+FHVR3"
"1424","melanogaster","W+","FHV",2022-11-06,"R4",2,19,"melanogasterW+FHVR4"
"1425","melanogaster","W+","FHV",2022-11-06,"R5",1,19,"melanogasterW+FHVR5"
"1426","melanogaster","W+","Ringer",2022-11-06,"R1",8,19,"melanogasterW+RingerR1"
"1427","melanogaster","W+","Ringer",2022-11-06,"R2",11,19,"melanogasterW+RingerR2"
"1428","melanogaster","W+","Ringer",2022-11-06,"R3",13,19,"melanogasterW+RingerR3"
"1429","melanogaster","W+","Ringer",2022-11-06,"R4",9,19,"melanogasterW+RingerR4"
"1430","melanogaster","W+","Ringer",2022-11-06,"R5",12,19,"melanogasterW+RingerR5"
"1431","melanogaster","W-","FHV",2022-11-06,"R1",0,19,"melanogasterW-FHVR1"
"1432","melanogaster","W-","FHV",2022-11-06,"R2",0,19,"melanogasterW-FHVR2"
"1433","melanogaster","W-","FHV",2022-11-06,"R3",1,19,"melanogasterW-FHVR3"
"1434","melanogaster","W-","FHV",2022-11-06,"R4",0,19,"melanogasterW-FHVR4"
"1435","melanogaster","W-","FHV",2022-11-06,"R5",0,19,"melanogasterW-FHVR5"
"1436","melanogaster","W-","Ringer",2022-11-06,"R1",1,19,"melanogasterW-RingerR1"
"1437","melanogaster","W-","Ringer",2022-11-06,"R2",1,19,"melanogasterW-RingerR2"
"1438","melanogaster","W-","Ringer",2022-11-06,"R3",0,19,"melanogasterW-RingerR3"
"1439","melanogaster","W-","Ringer",2022-11-06,"R4",5,19,"melanogasterW-RingerR4"
"1440","melanogaster","W-","Ringer",2022-11-06,"R5",1,19,"melanogasterW-RingerR5"
"1441","baimai","W+","FHV",2022-11-06,"R1",0,18,"baimaiW+FHVR1"
"1442","baimai","W+","FHV",2022-11-06,"R2",0,18,"baimaiW+FHVR2"
"1443","baimai","W+","FHV",2022-11-06,"R3",0,18,"baimaiW+FHVR3"
"1444","baimai","W+","FHV",2022-11-06,"R4",0,18,"baimaiW+FHVR4"
"1445","baimai","W+","FHV",2022-11-06,"R5",0,18,"baimaiW+FHVR5"
"1446","baimai","W+","Ringer",2022-11-06,"R1",8,18,"baimaiW+RingerR1"
"1447","baimai","W+","Ringer",2022-11-06,"R2",9,18,"baimaiW+RingerR2"
"1448","baimai","W+","Ringer",2022-11-06,"R3",11,18,"baimaiW+RingerR3"
"1449","baimai","W+","Ringer",2022-11-06,"R4",14,18,"baimaiW+RingerR4"
"1450","baimai","W+","Ringer",2022-11-06,"R5",12,18,"baimaiW+RingerR5"
"1451","baimai","W-","FHV",2022-11-06,"R1",0,18,"baimaiW-FHVR1"
"1452","baimai","W-","FHV",2022-11-06,"R2",0,18,"baimaiW-FHVR2"
"1453","baimai","W-","FHV",2022-11-06,"R3",0,18,"baimaiW-FHVR3"
"1454","baimai","W-","FHV",2022-11-06,"R4",0,18,"baimaiW-FHVR4"
"1455","baimai","W-","FHV",2022-11-06,"R5",0,18,"baimaiW-FHVR5"
"1456","baimai","W-","Ringer",2022-11-06,"R1",10,18,"baimaiW-RingerR1"
"1457","baimai","W-","Ringer",2022-11-06,"R2",12,18,"baimaiW-RingerR2"
"1458","baimai","W-","Ringer",2022-11-06,"R3",11,18,"baimaiW-RingerR3"
"1459","baimai","W-","Ringer",2022-11-06,"R4",12,18,"baimaiW-RingerR4"
"1460","baimai","W-","Ringer",2022-11-06,"R5",10,18,"baimaiW-RingerR5"
"1461","triauraria","W+","FHV",2022-11-06,"R1",2,18,"triaurariaW+FHVR1"
"1462","triauraria","W+","FHV",2022-11-06,"R2",2,18,"triaurariaW+FHVR2"
"1463","triauraria","W+","FHV",2022-11-06,"R3",2,18,"triaurariaW+FHVR3"
"1464","triauraria","W+","FHV",2022-11-06,"R4",1,18,"triaurariaW+FHVR4"
"1465","triauraria","W+","FHV",2022-11-06,"R5",6,18,"triaurariaW+FHVR5"
"1466","triauraria","W+","Ringer",2022-11-06,"R1",4,18,"triaurariaW+RingerR1"
"1467","triauraria","W+","Ringer",2022-11-06,"R2",5,18,"triaurariaW+RingerR2"
"1468","triauraria","W+","Ringer",2022-11-06,"R3",5,18,"triaurariaW+RingerR3"
"1469","triauraria","W+","Ringer",2022-11-06,"R4",4,18,"triaurariaW+RingerR4"
"1470","triauraria","W+","Ringer",2022-11-06,"R5",7,18,"triaurariaW+RingerR5"
"1471","triauraria","W-","FHV",2022-11-06,"R1",3,18,"triaurariaW-FHVR1"
"1472","triauraria","W-","FHV",2022-11-06,"R2",3,18,"triaurariaW-FHVR2"
"1473","triauraria","W-","FHV",2022-11-06,"R3",1,18,"triaurariaW-FHVR3"
"1474","triauraria","W-","FHV",2022-11-06,"R4",1,18,"triaurariaW-FHVR4"
"1475","triauraria","W-","FHV",2022-11-06,"R5",3,18,"triaurariaW-FHVR5"
"1476","triauraria","W-","Ringer",2022-11-06,"R1",6,18,"triaurariaW-RingerR1"
"1477","triauraria","W-","Ringer",2022-11-06,"R2",7,18,"triaurariaW-RingerR2"
"1478","triauraria","W-","Ringer",2022-11-06,"R3",5,18,"triaurariaW-RingerR3"
"1479","triauraria","W-","Ringer",2022-11-06,"R4",7,18,"triaurariaW-RingerR4"
"1480","triauraria","W-","Ringer",2022-11-06,"R5",3,18,"triaurariaW-RingerR5"
