"","especie","wolbachia","tratamento","data","replica","sobreviventes","DPI","catg"
"301","melanogaster","W+","FHV",2022-10-23,"R1",14,5,"melanogasterW+FHVR1"
"302","melanogaster","W+","FHV",2022-10-23,"R2",15,5,"melanogasterW+FHVR2"
"303","melanogaster","W+","FHV",2022-10-23,"R3",13,5,"melanogasterW+FHVR3"
"304","melanogaster","W+","FHV",2022-10-23,"R4",13,5,"melanogasterW+FHVR4"
"305","melanogaster","W+","FHV",2022-10-23,"R5",14,5,"melanogasterW+FHVR5"
"306","melanogaster","W+","Ringer",2022-10-23,"R1",11,5,"melanogasterW+RingerR1"
"307","melanogaster","W+","Ringer",2022-10-23,"R2",13,5,"melanogasterW+RingerR2"
"308","melanogaster","W+","Ringer",2022-10-23,"R3",14,5,"melanogasterW+RingerR3"
"309","melanogaster","W+","Ringer",2022-10-23,"R4",15,5,"melanogasterW+RingerR4"
"310","melanogaster","W+","Ringer",2022-10-23,"R5",14,5,"melanogasterW+RingerR5"
"311","melanogaster","W-","FHV",2022-10-23,"R1",13,5,"melanogasterW-FHVR1"
"312","melanogaster","W-","FHV",2022-10-23,"R2",14,5,"melanogasterW-FHVR2"
"313","melanogaster","W-","FHV",2022-10-23,"R3",15,5,"melanogasterW-FHVR3"
"314","melanogaster","W-","FHV",2022-10-23,"R4",13,5,"melanogasterW-FHVR4"
"315","melanogaster","W-","FHV",2022-10-23,"R5",12,5,"melanogasterW-FHVR5"
"316","melanogaster","W-","Ringer",2022-10-23,"R1",12,5,"melanogasterW-RingerR1"
"317","melanogaster","W-","Ringer",2022-10-23,"R2",11,5,"melanogasterW-RingerR2"
"318","melanogaster","W-","Ringer",2022-10-23,"R3",14,5,"melanogasterW-RingerR3"
"319","melanogaster","W-","Ringer",2022-10-23,"R4",14,5,"melanogasterW-RingerR4"
"320","melanogaster","W-","Ringer",2022-10-23,"R5",11,5,"melanogasterW-RingerR5"
"321","baimai","W+","FHV",2022-10-23,"R1",14,4,"baimaiW+FHVR1"
"322","baimai","W+","FHV",2022-10-23,"R2",13,4,"baimaiW+FHVR2"
"323","baimai","W+","FHV",2022-10-23,"R3",12,4,"baimaiW+FHVR3"
"324","baimai","W+","FHV",2022-10-23,"R4",13,4,"baimaiW+FHVR4"
"325","baimai","W+","FHV",2022-10-23,"R5",14,4,"baimaiW+FHVR5"
"326","baimai","W+","Ringer",2022-10-23,"R1",12,4,"baimaiW+RingerR1"
"327","baimai","W+","Ringer",2022-10-23,"R2",11,4,"baimaiW+RingerR2"
"328","baimai","W+","Ringer",2022-10-23,"R3",12,4,"baimaiW+RingerR3"
"329","baimai","W+","Ringer",2022-10-23,"R4",14,4,"baimaiW+RingerR4"
"330","baimai","W+","Ringer",2022-10-23,"R5",13,4,"baimaiW+RingerR5"
"331","baimai","W-","FHV",2022-10-23,"R1",14,4,"baimaiW-FHVR1"
"332","baimai","W-","FHV",2022-10-23,"R2",14,4,"baimaiW-FHVR2"
"333","baimai","W-","FHV",2022-10-23,"R3",14,4,"baimaiW-FHVR3"
"334","baimai","W-","FHV",2022-10-23,"R4",14,4,"baimaiW-FHVR4"
"335","baimai","W-","FHV",2022-10-23,"R5",15,4,"baimaiW-FHVR5"
"336","baimai","W-","Ringer",2022-10-23,"R1",12,4,"baimaiW-RingerR1"
"337","baimai","W-","Ringer",2022-10-23,"R2",13,4,"baimaiW-RingerR2"
"338","baimai","W-","Ringer",2022-10-23,"R3",13,4,"baimaiW-RingerR3"
"339","baimai","W-","Ringer",2022-10-23,"R4",12,4,"baimaiW-RingerR4"
"340","baimai","W-","Ringer",2022-10-23,"R5",10,4,"baimaiW-RingerR5"
"341","triauraria","W+","FHV",2022-10-23,"R1",6,4,"triaurariaW+FHVR1"
"342","triauraria","W+","FHV",2022-10-23,"R2",9,4,"triaurariaW+FHVR2"
"343","triauraria","W+","FHV",2022-10-23,"R3",6,4,"triaurariaW+FHVR3"
"344","triauraria","W+","FHV",2022-10-23,"R4",7,4,"triaurariaW+FHVR4"
"345","triauraria","W+","FHV",2022-10-23,"R5",7,4,"triaurariaW+FHVR5"
"346","triauraria","W+","Ringer",2022-10-23,"R1",9,4,"triaurariaW+RingerR1"
"347","triauraria","W+","Ringer",2022-10-23,"R2",5,4,"triaurariaW+RingerR2"
"348","triauraria","W+","Ringer",2022-10-23,"R3",6,4,"triaurariaW+RingerR3"
"349","triauraria","W+","Ringer",2022-10-23,"R4",5,4,"triaurariaW+RingerR4"
"350","triauraria","W+","Ringer",2022-10-23,"R5",8,4,"triaurariaW+RingerR5"
"351","triauraria","W-","FHV",2022-10-23,"R1",8,4,"triaurariaW-FHVR1"
"352","triauraria","W-","FHV",2022-10-23,"R2",7,4,"triaurariaW-FHVR2"
"353","triauraria","W-","FHV",2022-10-23,"R3",10,4,"triaurariaW-FHVR3"
"354","triauraria","W-","FHV",2022-10-23,"R4",10,4,"triaurariaW-FHVR4"
"355","triauraria","W-","FHV",2022-10-23,"R5",9,4,"triaurariaW-FHVR5"
"356","triauraria","W-","Ringer",2022-10-23,"R1",8,4,"triaurariaW-RingerR1"
"357","triauraria","W-","Ringer",2022-10-23,"R2",8,4,"triaurariaW-RingerR2"
"358","triauraria","W-","Ringer",2022-10-23,"R3",9,4,"triaurariaW-RingerR3"
"359","triauraria","W-","Ringer",2022-10-23,"R4",8,4,"triaurariaW-RingerR4"
"360","triauraria","W-","Ringer",2022-10-23,"R5",4,4,"triaurariaW-RingerR5"
"361","bocqueti","W+","FHV",2022-10-24,"R1",10,6,"bocquetiW+FHVR1"
"362","bocqueti","W+","FHV",2022-10-24,"R2",10,6,"bocquetiW+FHVR2"
"363","bocqueti","W+","FHV",2022-10-24,"R3",11,6,"bocquetiW+FHVR3"
"364","bocqueti","W+","FHV",2022-10-24,"R4",10,6,"bocquetiW+FHVR4"
"365","bocqueti","W+","FHV",2022-10-24,"R5",12,6,"bocquetiW+FHVR5"
"366","bocqueti","W+","Ringer",2022-10-24,"R1",10,6,"bocquetiW+RingerR1"
"367","bocqueti","W+","Ringer",2022-10-24,"R2",10,6,"bocquetiW+RingerR2"
"368","bocqueti","W+","Ringer",2022-10-24,"R3",12,6,"bocquetiW+RingerR3"
"369","bocqueti","W+","Ringer",2022-10-24,"R4",10,6,"bocquetiW+RingerR4"
"370","bocqueti","W+","Ringer",2022-10-24,"R5",13,6,"bocquetiW+RingerR5"
"371","bocqueti","W-","FHV",2022-10-24,"R1",8,6,"bocquetiW-FHVR1"
"372","bocqueti","W-","FHV",2022-10-24,"R2",11,6,"bocquetiW-FHVR2"
"373","bocqueti","W-","FHV",2022-10-24,"R3",9,6,"bocquetiW-FHVR3"
"374","bocqueti","W-","FHV",2022-10-24,"R4",10,6,"bocquetiW-FHVR4"
"375","bocqueti","W-","FHV",2022-10-24,"R5",10,6,"bocquetiW-FHVR5"
"376","bocqueti","W-","Ringer",2022-10-24,"R1",13,6,"bocquetiW-RingerR1"
"377","bocqueti","W-","Ringer",2022-10-24,"R2",14,6,"bocquetiW-RingerR2"
"378","bocqueti","W-","Ringer",2022-10-24,"R3",13,6,"bocquetiW-RingerR3"
"379","bocqueti","W-","Ringer",2022-10-24,"R4",9,6,"bocquetiW-RingerR4"
"380","bocqueti","W-","Ringer",2022-10-24,"R5",8,6,"bocquetiW-RingerR5"
"381","melanogaster","W+","FHV",2022-10-24,"R1",12,6,"melanogasterW+FHVR1"
"382","melanogaster","W+","FHV",2022-10-24,"R2",15,6,"melanogasterW+FHVR2"
"383","melanogaster","W+","FHV",2022-10-24,"R3",12,6,"melanogasterW+FHVR3"
"384","melanogaster","W+","FHV",2022-10-24,"R4",13,6,"melanogasterW+FHVR4"
"385","melanogaster","W+","FHV",2022-10-24,"R5",14,6,"melanogasterW+FHVR5"
"386","melanogaster","W+","Ringer",2022-10-24,"R1",11,6,"melanogasterW+RingerR1"
"387","melanogaster","W+","Ringer",2022-10-24,"R2",12,6,"melanogasterW+RingerR2"
"388","melanogaster","W+","Ringer",2022-10-24,"R3",14,6,"melanogasterW+RingerR3"
"389","melanogaster","W+","Ringer",2022-10-24,"R4",15,6,"melanogasterW+RingerR4"
"390","melanogaster","W+","Ringer",2022-10-24,"R5",13,6,"melanogasterW+RingerR5"
"391","melanogaster","W-","FHV",2022-10-24,"R1",14,6,"melanogasterW-FHVR1"
"392","melanogaster","W-","FHV",2022-10-24,"R2",13,6,"melanogasterW-FHVR2"
"393","melanogaster","W-","FHV",2022-10-24,"R3",15,6,"melanogasterW-FHVR3"
"394","melanogaster","W-","FHV",2022-10-24,"R4",13,6,"melanogasterW-FHVR4"
"395","melanogaster","W-","FHV",2022-10-24,"R5",12,6,"melanogasterW-FHVR5"
"396","melanogaster","W-","Ringer",2022-10-24,"R1",12,6,"melanogasterW-RingerR1"
"397","melanogaster","W-","Ringer",2022-10-24,"R2",10,6,"melanogasterW-RingerR2"
"398","melanogaster","W-","Ringer",2022-10-24,"R3",14,6,"melanogasterW-RingerR3"
"399","melanogaster","W-","Ringer",2022-10-24,"R4",12,6,"melanogasterW-RingerR4"
"400","melanogaster","W-","Ringer",2022-10-24,"R5",11,6,"melanogasterW-RingerR5"
"401","baimai","W+","FHV",2022-10-24,"R1",13,5,"baimaiW+FHVR1"
"402","baimai","W+","FHV",2022-10-24,"R2",14,5,"baimaiW+FHVR2"
"403","baimai","W+","FHV",2022-10-24,"R3",11,5,"baimaiW+FHVR3"
"404","baimai","W+","FHV",2022-10-24,"R4",12,5,"baimaiW+FHVR4"
"405","baimai","W+","FHV",2022-10-24,"R5",14,5,"baimaiW+FHVR5"
"406","baimai","W+","Ringer",2022-10-24,"R1",11,5,"baimaiW+RingerR1"
"407","baimai","W+","Ringer",2022-10-24,"R2",11,5,"baimaiW+RingerR2"
"408","baimai","W+","Ringer",2022-10-24,"R3",11,5,"baimaiW+RingerR3"
"409","baimai","W+","Ringer",2022-10-24,"R4",14,5,"baimaiW+RingerR4"
"410","baimai","W+","Ringer",2022-10-24,"R5",14,5,"baimaiW+RingerR5"
"411","baimai","W-","FHV",2022-10-24,"R1",14,5,"baimaiW-FHVR1"
"412","baimai","W-","FHV",2022-10-24,"R2",14,5,"baimaiW-FHVR2"
"413","baimai","W-","FHV",2022-10-24,"R3",13,5,"baimaiW-FHVR3"
"414","baimai","W-","FHV",2022-10-24,"R4",14,5,"baimaiW-FHVR4"
"415","baimai","W-","FHV",2022-10-24,"R5",15,5,"baimaiW-FHVR5"
"416","baimai","W-","Ringer",2022-10-24,"R1",12,5,"baimaiW-RingerR1"
"417","baimai","W-","Ringer",2022-10-24,"R2",13,5,"baimaiW-RingerR2"
"418","baimai","W-","Ringer",2022-10-24,"R3",13,5,"baimaiW-RingerR3"
"419","baimai","W-","Ringer",2022-10-24,"R4",12,5,"baimaiW-RingerR4"
"420","baimai","W-","Ringer",2022-10-24,"R5",10,5,"baimaiW-RingerR5"
"421","triauraria","W+","FHV",2022-10-24,"R1",6,5,"triaurariaW+FHVR1"
"422","triauraria","W+","FHV",2022-10-24,"R2",7,5,"triaurariaW+FHVR2"
"423","triauraria","W+","FHV",2022-10-24,"R3",6,5,"triaurariaW+FHVR3"
"424","triauraria","W+","FHV",2022-10-24,"R4",6,5,"triaurariaW+FHVR4"
"425","triauraria","W+","FHV",2022-10-24,"R5",7,5,"triaurariaW+FHVR5"
"426","triauraria","W+","Ringer",2022-10-24,"R1",7,5,"triaurariaW+RingerR1"
"427","triauraria","W+","Ringer",2022-10-24,"R2",5,5,"triaurariaW+RingerR2"
"428","triauraria","W+","Ringer",2022-10-24,"R3",6,5,"triaurariaW+RingerR3"
"429","triauraria","W+","Ringer",2022-10-24,"R4",4,5,"triaurariaW+RingerR4"
"430","triauraria","W+","Ringer",2022-10-24,"R5",8,5,"triaurariaW+RingerR5"
"431","triauraria","W-","FHV",2022-10-24,"R1",8,5,"triaurariaW-FHVR1"
"432","triauraria","W-","FHV",2022-10-24,"R2",7,5,"triaurariaW-FHVR2"
"433","triauraria","W-","FHV",2022-10-24,"R3",10,5,"triaurariaW-FHVR3"
"434","triauraria","W-","FHV",2022-10-24,"R4",9,5,"triaurariaW-FHVR4"
"435","triauraria","W-","FHV",2022-10-24,"R5",10,5,"triaurariaW-FHVR5"
"436","triauraria","W-","Ringer",2022-10-24,"R1",7,5,"triaurariaW-RingerR1"
"437","triauraria","W-","Ringer",2022-10-24,"R2",7,5,"triaurariaW-RingerR2"
"438","triauraria","W-","Ringer",2022-10-24,"R3",5,5,"triaurariaW-RingerR3"
"439","triauraria","W-","Ringer",2022-10-24,"R4",8,5,"triaurariaW-RingerR4"
"440","triauraria","W-","Ringer",2022-10-24,"R5",4,5,"triaurariaW-RingerR5"
"441","bocqueti","W+","FHV",2022-10-25,"R1",9,7,"bocquetiW+FHVR1"
"442","bocqueti","W+","FHV",2022-10-25,"R2",10,7,"bocquetiW+FHVR2"
"443","bocqueti","W+","FHV",2022-10-25,"R3",11,7,"bocquetiW+FHVR3"
"444","bocqueti","W+","FHV",2022-10-25,"R4",8,7,"bocquetiW+FHVR4"
"445","bocqueti","W+","FHV",2022-10-25,"R5",11,7,"bocquetiW+FHVR5"
"446","bocqueti","W+","Ringer",2022-10-25,"R1",10,7,"bocquetiW+RingerR1"
"447","bocqueti","W+","Ringer",2022-10-25,"R2",10,7,"bocquetiW+RingerR2"
"448","bocqueti","W+","Ringer",2022-10-25,"R3",12,7,"bocquetiW+RingerR3"
"449","bocqueti","W+","Ringer",2022-10-25,"R4",10,7,"bocquetiW+RingerR4"
"450","bocqueti","W+","Ringer",2022-10-25,"R5",12,7,"bocquetiW+RingerR5"
"451","bocqueti","W-","FHV",2022-10-25,"R1",7,7,"bocquetiW-FHVR1"
"452","bocqueti","W-","FHV",2022-10-25,"R2",11,7,"bocquetiW-FHVR2"
"453","bocqueti","W-","FHV",2022-10-25,"R3",8,7,"bocquetiW-FHVR3"
"454","bocqueti","W-","FHV",2022-10-25,"R4",10,7,"bocquetiW-FHVR4"
"455","bocqueti","W-","FHV",2022-10-25,"R5",10,7,"bocquetiW-FHVR5"
"456","bocqueti","W-","Ringer",2022-10-25,"R1",13,7,"bocquetiW-RingerR1"
"457","bocqueti","W-","Ringer",2022-10-25,"R2",14,7,"bocquetiW-RingerR2"
"458","bocqueti","W-","Ringer",2022-10-25,"R3",13,7,"bocquetiW-RingerR3"
"459","bocqueti","W-","Ringer",2022-10-25,"R4",9,7,"bocquetiW-RingerR4"
"460","bocqueti","W-","Ringer",2022-10-25,"R5",7,7,"bocquetiW-RingerR5"
"461","melanogaster","W+","FHV",2022-10-25,"R1",12,7,"melanogasterW+FHVR1"
"462","melanogaster","W+","FHV",2022-10-25,"R2",15,7,"melanogasterW+FHVR2"
"463","melanogaster","W+","FHV",2022-10-25,"R3",12,7,"melanogasterW+FHVR3"
"464","melanogaster","W+","FHV",2022-10-25,"R4",13,7,"melanogasterW+FHVR4"
"465","melanogaster","W+","FHV",2022-10-25,"R5",14,7,"melanogasterW+FHVR5"
"466","melanogaster","W+","Ringer",2022-10-25,"R1",11,7,"melanogasterW+RingerR1"
"467","melanogaster","W+","Ringer",2022-10-25,"R2",12,7,"melanogasterW+RingerR2"
"468","melanogaster","W+","Ringer",2022-10-25,"R3",15,7,"melanogasterW+RingerR3"
"469","melanogaster","W+","Ringer",2022-10-25,"R4",15,7,"melanogasterW+RingerR4"
"470","melanogaster","W+","Ringer",2022-10-25,"R5",13,7,"melanogasterW+RingerR5"
"471","melanogaster","W-","FHV",2022-10-25,"R1",14,7,"melanogasterW-FHVR1"
"472","melanogaster","W-","FHV",2022-10-25,"R2",13,7,"melanogasterW-FHVR2"
"473","melanogaster","W-","FHV",2022-10-25,"R3",13,7,"melanogasterW-FHVR3"
"474","melanogaster","W-","FHV",2022-10-25,"R4",13,7,"melanogasterW-FHVR4"
"475","melanogaster","W-","FHV",2022-10-25,"R5",12,7,"melanogasterW-FHVR5"
"476","melanogaster","W-","Ringer",2022-10-25,"R1",11,7,"melanogasterW-RingerR1"
"477","melanogaster","W-","Ringer",2022-10-25,"R2",8,7,"melanogasterW-RingerR2"
"478","melanogaster","W-","Ringer",2022-10-25,"R3",13,7,"melanogasterW-RingerR3"
"479","melanogaster","W-","Ringer",2022-10-25,"R4",12,7,"melanogasterW-RingerR4"
"480","melanogaster","W-","Ringer",2022-10-25,"R5",9,7,"melanogasterW-RingerR5"
"481","baimai","W+","FHV",2022-10-25,"R1",13,6,"baimaiW+FHVR1"
"482","baimai","W+","FHV",2022-10-25,"R2",14,6,"baimaiW+FHVR2"
"483","baimai","W+","FHV",2022-10-25,"R3",12,6,"baimaiW+FHVR3"
"484","baimai","W+","FHV",2022-10-25,"R4",12,6,"baimaiW+FHVR4"
"485","baimai","W+","FHV",2022-10-25,"R5",14,6,"baimaiW+FHVR5"
"486","baimai","W+","Ringer",2022-10-25,"R1",11,6,"baimaiW+RingerR1"
"487","baimai","W+","Ringer",2022-10-25,"R2",11,6,"baimaiW+RingerR2"
"488","baimai","W+","Ringer",2022-10-25,"R3",11,6,"baimaiW+RingerR3"
"489","baimai","W+","Ringer",2022-10-25,"R4",14,6,"baimaiW+RingerR4"
"490","baimai","W+","Ringer",2022-10-25,"R5",13,6,"baimaiW+RingerR5"
"491","baimai","W-","FHV",2022-10-25,"R1",14,6,"baimaiW-FHVR1"
"492","baimai","W-","FHV",2022-10-25,"R2",14,6,"baimaiW-FHVR2"
"493","baimai","W-","FHV",2022-10-25,"R3",13,6,"baimaiW-FHVR3"
"494","baimai","W-","FHV",2022-10-25,"R4",14,6,"baimaiW-FHVR4"
"495","baimai","W-","FHV",2022-10-25,"R5",15,6,"baimaiW-FHVR5"
"496","baimai","W-","Ringer",2022-10-25,"R1",12,6,"baimaiW-RingerR1"
"497","baimai","W-","Ringer",2022-10-25,"R2",13,6,"baimaiW-RingerR2"
"498","baimai","W-","Ringer",2022-10-25,"R3",13,6,"baimaiW-RingerR3"
"499","baimai","W-","Ringer",2022-10-25,"R4",12,6,"baimaiW-RingerR4"
"500","baimai","W-","Ringer",2022-10-25,"R5",10,6,"baimaiW-RingerR5"
"501","triauraria","W+","FHV",2022-10-25,"R1",5,6,"triaurariaW+FHVR1"
"502","triauraria","W+","FHV",2022-10-25,"R2",8,6,"triaurariaW+FHVR2"
"503","triauraria","W+","FHV",2022-10-25,"R3",6,6,"triaurariaW+FHVR3"
"504","triauraria","W+","FHV",2022-10-25,"R4",6,6,"triaurariaW+FHVR4"
"505","triauraria","W+","FHV",2022-10-25,"R5",7,6,"triaurariaW+FHVR5"
"506","triauraria","W+","Ringer",2022-10-25,"R1",7,6,"triaurariaW+RingerR1"
"507","triauraria","W+","Ringer",2022-10-25,"R2",5,6,"triaurariaW+RingerR2"
"508","triauraria","W+","Ringer",2022-10-25,"R3",6,6,"triaurariaW+RingerR3"
"509","triauraria","W+","Ringer",2022-10-25,"R4",4,6,"triaurariaW+RingerR4"
"510","triauraria","W+","Ringer",2022-10-25,"R5",7,6,"triaurariaW+RingerR5"
"511","triauraria","W-","FHV",2022-10-25,"R1",7,6,"triaurariaW-FHVR1"
"512","triauraria","W-","FHV",2022-10-25,"R2",6,6,"triaurariaW-FHVR2"
"513","triauraria","W-","FHV",2022-10-25,"R3",10,6,"triaurariaW-FHVR3"
"514","triauraria","W-","FHV",2022-10-25,"R4",9,6,"triaurariaW-FHVR4"
"515","triauraria","W-","FHV",2022-10-25,"R5",10,6,"triaurariaW-FHVR5"
"516","triauraria","W-","Ringer",2022-10-25,"R1",7,6,"triaurariaW-RingerR1"
"517","triauraria","W-","Ringer",2022-10-25,"R2",8,6,"triaurariaW-RingerR2"
"518","triauraria","W-","Ringer",2022-10-25,"R3",7,6,"triaurariaW-RingerR3"
"519","triauraria","W-","Ringer",2022-10-25,"R4",8,6,"triaurariaW-RingerR4"
"520","triauraria","W-","Ringer",2022-10-25,"R5",3,6,"triaurariaW-RingerR5"
"521","bocqueti","W+","FHV",2022-10-26,"R1",10,8,"bocquetiW+FHVR1"
"522","bocqueti","W+","FHV",2022-10-26,"R2",9,8,"bocquetiW+FHVR2"
"523","bocqueti","W+","FHV",2022-10-26,"R3",10,8,"bocquetiW+FHVR3"
"524","bocqueti","W+","FHV",2022-10-26,"R4",9,8,"bocquetiW+FHVR4"
"525","bocqueti","W+","FHV",2022-10-26,"R5",11,8,"bocquetiW+FHVR5"
"526","bocqueti","W+","Ringer",2022-10-26,"R1",8,8,"bocquetiW+RingerR1"
"527","bocqueti","W+","Ringer",2022-10-26,"R2",10,8,"bocquetiW+RingerR2"
"528","bocqueti","W+","Ringer",2022-10-26,"R3",12,8,"bocquetiW+RingerR3"
"529","bocqueti","W+","Ringer",2022-10-26,"R4",10,8,"bocquetiW+RingerR4"
"530","bocqueti","W+","Ringer",2022-10-26,"R5",12,8,"bocquetiW+RingerR5"
"531","bocqueti","W-","FHV",2022-10-26,"R1",7,8,"bocquetiW-FHVR1"
"532","bocqueti","W-","FHV",2022-10-26,"R2",11,8,"bocquetiW-FHVR2"
"533","bocqueti","W-","FHV",2022-10-26,"R3",8,8,"bocquetiW-FHVR3"
"534","bocqueti","W-","FHV",2022-10-26,"R4",9,8,"bocquetiW-FHVR4"
"535","bocqueti","W-","FHV",2022-10-26,"R5",10,8,"bocquetiW-FHVR5"
"536","bocqueti","W-","Ringer",2022-10-26,"R1",13,8,"bocquetiW-RingerR1"
"537","bocqueti","W-","Ringer",2022-10-26,"R2",12,8,"bocquetiW-RingerR2"
"538","bocqueti","W-","Ringer",2022-10-26,"R3",13,8,"bocquetiW-RingerR3"
"539","bocqueti","W-","Ringer",2022-10-26,"R4",9,8,"bocquetiW-RingerR4"
"540","bocqueti","W-","Ringer",2022-10-26,"R5",6,8,"bocquetiW-RingerR5"
"541","melanogaster","W+","FHV",2022-10-26,"R1",11,8,"melanogasterW+FHVR1"
"542","melanogaster","W+","FHV",2022-10-26,"R2",15,8,"melanogasterW+FHVR2"
"543","melanogaster","W+","FHV",2022-10-26,"R3",12,8,"melanogasterW+FHVR3"
"544","melanogaster","W+","FHV",2022-10-26,"R4",13,8,"melanogasterW+FHVR4"
"545","melanogaster","W+","FHV",2022-10-26,"R5",13,8,"melanogasterW+FHVR5"
"546","melanogaster","W+","Ringer",2022-10-26,"R1",11,8,"melanogasterW+RingerR1"
"547","melanogaster","W+","Ringer",2022-10-26,"R2",12,8,"melanogasterW+RingerR2"
"548","melanogaster","W+","Ringer",2022-10-26,"R3",15,8,"melanogasterW+RingerR3"
"549","melanogaster","W+","Ringer",2022-10-26,"R4",15,8,"melanogasterW+RingerR4"
"550","melanogaster","W+","Ringer",2022-10-26,"R5",13,8,"melanogasterW+RingerR5"
"551","melanogaster","W-","FHV",2022-10-26,"R1",14,8,"melanogasterW-FHVR1"
"552","melanogaster","W-","FHV",2022-10-26,"R2",13,8,"melanogasterW-FHVR2"
"553","melanogaster","W-","FHV",2022-10-26,"R3",11,8,"melanogasterW-FHVR3"
"554","melanogaster","W-","FHV",2022-10-26,"R4",13,8,"melanogasterW-FHVR4"
"555","melanogaster","W-","FHV",2022-10-26,"R5",11,8,"melanogasterW-FHVR5"
"556","melanogaster","W-","Ringer",2022-10-26,"R1",6,8,"melanogasterW-RingerR1"
"557","melanogaster","W-","Ringer",2022-10-26,"R2",7,8,"melanogasterW-RingerR2"
"558","melanogaster","W-","Ringer",2022-10-26,"R3",12,8,"melanogasterW-RingerR3"
"559","melanogaster","W-","Ringer",2022-10-26,"R4",11,8,"melanogasterW-RingerR4"
"560","melanogaster","W-","Ringer",2022-10-26,"R5",6,8,"melanogasterW-RingerR5"
"561","baimai","W+","FHV",2022-10-26,"R1",12,7,"baimaiW+FHVR1"
"562","baimai","W+","FHV",2022-10-26,"R2",13,7,"baimaiW+FHVR2"
"563","baimai","W+","FHV",2022-10-26,"R3",9,7,"baimaiW+FHVR3"
"564","baimai","W+","FHV",2022-10-26,"R4",12,7,"baimaiW+FHVR4"
"565","baimai","W+","FHV",2022-10-26,"R5",14,7,"baimaiW+FHVR5"
"566","baimai","W+","Ringer",2022-10-26,"R1",9,7,"baimaiW+RingerR1"
"567","baimai","W+","Ringer",2022-10-26,"R2",11,7,"baimaiW+RingerR2"
"568","baimai","W+","Ringer",2022-10-26,"R3",11,7,"baimaiW+RingerR3"
"569","baimai","W+","Ringer",2022-10-26,"R4",14,7,"baimaiW+RingerR4"
"570","baimai","W+","Ringer",2022-10-26,"R5",13,7,"baimaiW+RingerR5"
"571","baimai","W-","FHV",2022-10-26,"R1",14,7,"baimaiW-FHVR1"
"572","baimai","W-","FHV",2022-10-26,"R2",14,7,"baimaiW-FHVR2"
"573","baimai","W-","FHV",2022-10-26,"R3",13,7,"baimaiW-FHVR3"
"574","baimai","W-","FHV",2022-10-26,"R4",12,7,"baimaiW-FHVR4"
"575","baimai","W-","FHV",2022-10-26,"R5",15,7,"baimaiW-FHVR5"
"576","baimai","W-","Ringer",2022-10-26,"R1",12,7,"baimaiW-RingerR1"
"577","baimai","W-","Ringer",2022-10-26,"R2",13,7,"baimaiW-RingerR2"
"578","baimai","W-","Ringer",2022-10-26,"R3",13,7,"baimaiW-RingerR3"
"579","baimai","W-","Ringer",2022-10-26,"R4",11,7,"baimaiW-RingerR4"
"580","baimai","W-","Ringer",2022-10-26,"R5",10,7,"baimaiW-RingerR5"
"581","triauraria","W+","FHV",2022-10-26,"R1",5,7,"triaurariaW+FHVR1"
"582","triauraria","W+","FHV",2022-10-26,"R2",7,7,"triaurariaW+FHVR2"
"583","triauraria","W+","FHV",2022-10-26,"R3",6,7,"triaurariaW+FHVR3"
"584","triauraria","W+","FHV",2022-10-26,"R4",6,7,"triaurariaW+FHVR4"
"585","triauraria","W+","FHV",2022-10-26,"R5",7,7,"triaurariaW+FHVR5"
"586","triauraria","W+","Ringer",2022-10-26,"R1",7,7,"triaurariaW+RingerR1"
"587","triauraria","W+","Ringer",2022-10-26,"R2",5,7,"triaurariaW+RingerR2"
"588","triauraria","W+","Ringer",2022-10-26,"R3",6,7,"triaurariaW+RingerR3"
"589","triauraria","W+","Ringer",2022-10-26,"R4",4,7,"triaurariaW+RingerR4"
"590","triauraria","W+","Ringer",2022-10-26,"R5",7,7,"triaurariaW+RingerR5"
"591","triauraria","W-","FHV",2022-10-26,"R1",5,7,"triaurariaW-FHVR1"
"592","triauraria","W-","FHV",2022-10-26,"R2",6,7,"triaurariaW-FHVR2"
"593","triauraria","W-","FHV",2022-10-26,"R3",10,7,"triaurariaW-FHVR3"
"594","triauraria","W-","FHV",2022-10-26,"R4",8,7,"triaurariaW-FHVR4"
"595","triauraria","W-","FHV",2022-10-26,"R5",8,7,"triaurariaW-FHVR5"
"596","triauraria","W-","Ringer",2022-10-26,"R1",7,7,"triaurariaW-RingerR1"
"597","triauraria","W-","Ringer",2022-10-26,"R2",8,7,"triaurariaW-RingerR2"
"598","triauraria","W-","Ringer",2022-10-26,"R3",7,7,"triaurariaW-RingerR3"
"599","triauraria","W-","Ringer",2022-10-26,"R4",7,7,"triaurariaW-RingerR4"
"600","triauraria","W-","Ringer",2022-10-26,"R5",3,7,"triaurariaW-RingerR5"
"601","bocqueti","W+","FHV",2022-10-27,"R1",10,9,"bocquetiW+FHVR1"
"602","bocqueti","W+","FHV",2022-10-27,"R2",10,9,"bocquetiW+FHVR2"
"603","bocqueti","W+","FHV",2022-10-27,"R3",10,9,"bocquetiW+FHVR3"
"604","bocqueti","W+","FHV",2022-10-27,"R4",9,9,"bocquetiW+FHVR4"
"605","bocqueti","W+","FHV",2022-10-27,"R5",10,9,"bocquetiW+FHVR5"
"606","bocqueti","W+","Ringer",2022-10-27,"R1",9,9,"bocquetiW+RingerR1"
"607","bocqueti","W+","Ringer",2022-10-27,"R2",9,9,"bocquetiW+RingerR2"
